concept_id,concept_name,concreteness_rating,Pereira_image_paths,Pereira_sentences
55,doctor,4.69,"['stimuli/images/Doctor/doctor_1.jpg', 'stimuli/images/Doctor/doctor_2.jpg', 'stimuli/images/Doctor/doctor_3.jpg', 'stimuli/images/Doctor/doctor_4.jpg', 'stimuli/images/Doctor/doctor_5.jpg', 'stimuli/images/Doctor/doctor_6.jpg']","['The hospital wanted to hire a new doctor. ', 'A young brilliant doctor performed the surgery.', 'The doctor was not used to dealing with patient trauma. ', 'There is no such thing as an occupational doctor. ', 'He would consult his friend first before he saw his doctor.', 'The physician preferred being called a doctor. ']"
56,dog,4.85,"['stimuli/images/Dog/dog_1.jpg', 'stimuli/images/Dog/dog_2.jpg', 'stimuli/images/Dog/dog_3.jpg', 'stimuli/images/Dog/dog_4.jpg', 'stimuli/images/Dog/dog_5.jpg', 'stimuli/images/Dog/dog_6.jpg']","['The man was able to rescue the dog.', 'The shelter worker wished that more people wanted a dog.', ""Her dog's temperament matched her own."", 'A dog is a great companion. ', 'The spaniel was a terrible dog. ', ""The vet didn't want a dog of her own. ""]"
57,dressing,4.03,"['stimuli/images/Dressing/dressing_1.jpg', 'stimuli/images/Dressing/dressing_2.jpg', 'stimuli/images/Dressing/dressing_3.jpg', 'stimuli/images/Dressing/dressing_4.jpg', 'stimuli/images/Dressing/dressing_5.jpg', 'stimuli/images/Dressing/dressing_6.jpg']","['The dressing would be thicker if an egg was mixed in. ', 'Garlic made the dressing inedible. ', 'The mozzarella was glazed with an oily dressing.', ""A delicious dressing was used as a garnish for the entr'e. "", 'The dressing gave the marmalade a sour twist. ', 'Sauerkraut is sour enough without dressing. ']"
58,driver,4.71,"['stimuli/images/Driver/driver_1.jpg', 'stimuli/images/Driver/driver_2.jpg', 'stimuli/images/Driver/driver_3.jpg', 'stimuli/images/Driver/driver_4.jpg', 'stimuli/images/Driver/driver_5.jpg', 'stimuli/images/Driver/driver_6.jpg']","['The driver felt it was his duty to take her home safely.', 'The driver could not lift the bicycle out of the trunk.', 'The bulldozer needed a better driver.', 'The taxicab driver was tired of the people behind him.', 'The actress needed to hire a new driver. ', 'The driver hated loading in at the airport. ']"
59,economy,2.57,"['stimuli/images/Economy/economy_1.jpg', 'stimuli/images/Economy/economy_2.jpg', 'stimuli/images/Economy/economy_3.jpg', 'stimuli/images/Economy/economy_4.jpg', 'stimuli/images/Economy/economy_5.jpg', 'stimuli/images/Economy/economy_6.jpg']","['The boom gave the economy a big boost.', 'The economy spiked unexpectedly.', 'The economy was in a slump.', 'The demand for carpools was not predicted by the economy.', ""Unemployment continues to affect the country's economy."", 'The current economy is good for college graduates. ']"
60,election,3.17,"['stimuli/images/Election/election_1.jpg', 'stimuli/images/Election/election_2.jpg', 'stimuli/images/Election/election_3.jpg', 'stimuli/images/Election/election_4.jpg', 'stimuli/images/Election/election_5.jpg', 'stimuli/images/Election/election_6.jpg']","['The election took place at the town hall meeting.', 'The council would hold another election next spring.', 'The candidate was up for election.', 'The poll was swarmed for the election.', 'The nomination for election was an honor. ', ""The councilman didn't stay for the election. ""]"
61,electron,2.96,"['stimuli/images/Electron/electron_1.jpg', 'stimuli/images/Electron/electron_2.jpg', 'stimuli/images/Electron/electron_3.jpg', 'stimuli/images/Electron/electron_4.jpg', 'stimuli/images/Electron/electron_5.jpg', 'stimuli/images/Electron/electron_6.jpg']","['The electron moves in a wave. ', 'An electron is a miniscule particle.', 'An electron affects the equilibrium of a substance. ', 'The wavelength of an electron can be calculated. ', ""Calculating the mass of an electron uses Planck's constant. "", 'The movement of an electron is often discussed in thermal chemistry.  ']"
62,elegance,2.18,"['stimuli/images/Elegance/elegance_1.jpg', 'stimuli/images/Elegance/elegance_2.jpg', 'stimuli/images/Elegance/elegance_3.jpg', 'stimuli/images/Elegance/elegance_4.jpg', 'stimuli/images/Elegance/elegance_5.jpg', 'stimuli/images/Elegance/elegance_6.jpg']","['Her elegance exuded unexpected warmth. ', 'The formality of the event added to its elegance.', 'The grandeur of the home screamed elegance. ', ""The simplicity of the garden's elegance was incomparable."", 'The combination of sensuality and elegance is hard to match. ', 'The inherent elegance of the palace overwhelmed her. ']"
63,emotion,2.44,"['stimuli/images/Emotion/emotion_1.jpg', 'stimuli/images/Emotion/emotion_2.jpg', 'stimuli/images/Emotion/emotion_3.jpg', 'stimuli/images/Emotion/emotion_4.jpg', 'stimuli/images/Emotion/emotion_5.jpg', 'stimuli/images/Emotion/emotion_6.jpg']","['His shame was his least controlled emotion.', 'Sorrow was his dominating emotion nowadays. ', 'The emotion that took over her after the meeting was indignation. ', ""Betrayal isn't an emotion, though it may trigger one or many. "", 'Her disapproval resulted in an emotion she later identified as embarrassment.  ', 'Her desire to feel a more positive emotion was overwhelming. ']"
64,emotionally,1.72,"['stimuli/images/Emotionally/emotionally_1.jpg', 'stimuli/images/Emotionally/emotionally_2.jpg', 'stimuli/images/Emotionally/emotionally_3.jpg', 'stimuli/images/Emotionally/emotionally_4.jpg', 'stimuli/images/Emotionally/emotionally_5.jpg', 'stimuli/images/Emotionally/emotionally_6.jpg']","['He felt emotionally and mentally secure.', 'Morally and emotionally the decision was difficult. ', ""Objectively speaking, he didn't get her emotionally. "", 'An unsound judgment left her emotionally wrecked. ', 'The family solidly pumped him up emotionally. ', 'While he was successful academically, he was underdeveloped emotionally. ']"
65,engine,4.86,"['stimuli/images/Engine/engine_1.jpg', 'stimuli/images/Engine/engine_2.jpg', 'stimuli/images/Engine/engine_3.jpg', 'stimuli/images/Engine/engine_4.jpg', 'stimuli/images/Engine/engine_5.jpg', 'stimuli/images/Engine/engine_6.jpg']","['The engine is in the front of the car. ', 'The spare tire is up by the engine.', 'A hybrid car has a different kind of engine.', ""The jeep's engine gave out at the traffic light."", 'Engine is another word for motor. ', 'This car has its engine in the trunk. ']"
66,event,2.69,"['stimuli/images/Event/event_1.jpg', 'stimuli/images/Event/event_2.jpg', 'stimuli/images/Event/event_3.jpg', 'stimuli/images/Event/event_4.jpg', 'stimuli/images/Event/event_5.jpg', 'stimuli/images/Event/event_6.jpg']","['Everyone was so happy at the event.', 'The event was a celebration of his life and work.', 'The tenth reunion was a spectacular event.', 'The housewarming event was heavily attended.', 'The impromptu nature of the event made it special.', 'The luncheon was a monthly event hosted by the headmaster. ']"
67,experiment,3.38,"['stimuli/images/Experiment/experiment_1.jpg', 'stimuli/images/Experiment/experiment_2.jpg', 'stimuli/images/Experiment/experiment_3.jpg', 'stimuli/images/Experiment/experiment_4.jpg', 'stimuli/images/Experiment/experiment_5.jpg', 'stimuli/images/Experiment/experiment_6.jpg']","['This psychology experiment aimed to study human behavior.', 'The experiment had a condition that turned out to be diagnostic of psychosis. ', 'The experiment was measuring blood pressure under different conditions.', 'Debriefing participants about the experiment is important. ', 'A recent physics experiment led to an important observation.', ""Initial expectations didn't match up with the results of the experiment.""]"
68,extremely,1.84,"['stimuli/images/Extremely/extremely_1.jpg', 'stimuli/images/Extremely/extremely_2.jpg', 'stimuli/images/Extremely/extremely_3.jpg', 'stimuli/images/Extremely/extremely_4.jpg', 'stimuli/images/Extremely/extremely_5.jpg', 'stimuli/images/Extremely/extremely_6.jpg']","['She is extremely powerful in the workroom. ', 'She is impossibly kind, and extremely goal-driven. ', 'She is extremely and intensely motivated. ', 'Infinitely grateful, he accepted the award for his extremely well-written proposal.', 'Exceptionally gifted and extremely humble, Steve was easy to envy. ', 'Unarguably the best student in the class, Sarah remained extremely competitive. ']"
69,feeling,1.68,"['stimuli/images/Feeling/feeling_1.jpg', 'stimuli/images/Feeling/feeling_2.jpg', 'stimuli/images/Feeling/feeling_3.jpg', 'stimuli/images/Feeling/feeling_4.jpg', 'stimuli/images/Feeling/feeling_5.jpg', 'stimuli/images/Feeling/feeling_6.jpg']","['She was feeling a bit afraid in light of finals coming up.', 'While he was worried, she was feeling fine.', 'The baby was feeling fussy all day.', 'The cat was feeling grumpy and scratched the chair.', 'His temperamental mood swings had her feeling sad.', 'She was feeling weary of his skittish behavior.']"
70,fight,4.2,"['stimuli/images/Fight/fight_1.jpg', 'stimuli/images/Fight/fight_2.jpg', 'stimuli/images/Fight/fight_3.jpg', 'stimuli/images/Fight/fight_4.jpg', 'stimuli/images/Fight/fight_5.jpg', 'stimuli/images/Fight/fight_6.jpg']","['The first swing of the sword began the fight.', 'The beast started the fight. ', 'The goblin fled from the fight.', 'The gladiator did not want to fight. ', 'The bloodline was worth the fight.', 'The warlock put up a good fight. ']"
71,fish,5.0,"['stimuli/images/Fish/fish_1.jpg', 'stimuli/images/Fish/fish_2.jpg', 'stimuli/images/Fish/fish_3.jpg', 'stimuli/images/Fish/fish_4.jpg', 'stimuli/images/Fish/fish_5.jpg', 'stimuli/images/Fish/fish_6.jpg']","['He wanted to see the fish in the ocean.', 'His plan to find fish like shark in saltwater was just silly.', 'After catching a carp, he wanted more fish.', 'The gator eats fish like trout. ', ""The divers weren't there for the fish. "", 'Some love the water to surf, some like the fish. ']"
72,flow,3.72,"['stimuli/images/Flow/flow_1.jpg', 'stimuli/images/Flow/flow_2.jpg', 'stimuli/images/Flow/flow_3.jpg', 'stimuli/images/Flow/flow_4.jpg', 'stimuli/images/Flow/flow_5.jpg', 'stimuli/images/Flow/flow_6.jpg']","['Hot air would flow out from the heater. ', 'The minimal water flow reminded him to pay his rent.', 'The leak disrupted the flow. ', 'The spout has a shape that inhibits flow.', 'A liter of water will flow out of the canister.', 'The turbine relies on a steady flow. ']"
73,food,4.8,"['stimuli/images/Food/food_1.jpg', 'stimuli/images/Food/food_2.jpg', 'stimuli/images/Food/food_3.jpg', 'stimuli/images/Food/food_4.jpg', 'stimuli/images/Food/food_5.jpg', 'stimuli/images/Food/food_6.jpg']","['She eats junk food on the weekends.', 'He felt fat after eating that much food.', 'The cat food today consisted of kibble.', 'She tries to get a lot of nutritional value out of her food.', 'He was devouring his food as she spoke.', 'Finding suitable food at the steakhouse is hard for a vegetarian. ']"
74,garbage,4.69,"['stimuli/images/Garbage/garbage_1.jpg', 'stimuli/images/Garbage/garbage_2.jpg', 'stimuli/images/Garbage/garbage_3.jpg', 'stimuli/images/Garbage/garbage_4.jpg', 'stimuli/images/Garbage/garbage_5.jpg', 'stimuli/images/Garbage/garbage_6.jpg']","['The dumpster was full of garbage.', 'He threw the rotten apple into the garbage.', 'Trash is another word for garbage.', 'The garbage began to reek in the sun.', 'The landfill is brimming with garbage.', 'The sewer bubbled over into the garbage.']"
75,gold,4.81,"['stimuli/images/Gold/gold_1.jpg', 'stimuli/images/Gold/gold_2.jpg', 'stimuli/images/Gold/gold_3.jpg', 'stimuli/images/Gold/gold_4.jpg', 'stimuli/images/Gold/gold_5.jpg', 'stimuli/images/Gold/gold_6.jpg']","[""I've always wanted a gold watch for my thirtieth birthday."", 'The yellow gold shone brightly against her skin.', 'He chose the gold ring after careful deliberation.', 'The horseshoe had gold accents wrapped around it.', ""He couldn't take his eyes off of the glittering gold."", 'The paperweight was made of gold. ']"
76,great,1.81,"['stimuli/images/Great/great_1.jpg', 'stimuli/images/Great/great_2.jpg', 'stimuli/images/Great/great_3.jpg', 'stimuli/images/Great/great_4.jpg', 'stimuli/images/Great/great_5.jpg', 'stimuli/images/Great/great_6.jpg']","['The experience was irresistible in how great it was. ', 'If the first choice was great, the second was absolutely terrific.', 'The great waiter made sure the guests had a lovely time.', 'The spectacular view was what made the room so great.', 'The food was great and the service exceptional.', 'It is amazing how great she is at getting what she wants. ']"
77,gun,4.83,"['stimuli/images/Gun/gun_1.jpg', 'stimuli/images/Gun/gun_2.jpg', 'stimuli/images/Gun/gun_3.jpg', 'stimuli/images/Gun/gun_4.jpg', 'stimuli/images/Gun/gun_5.jpg', 'stimuli/images/Gun/gun_6.jpg']","['A gun is a kind of weapon.', 'Firing a gun can kill someone.', 'The gun had one bullet left.', 'The shooter threw away his gun.', 'He aimed the gun at the target. ', 'The blast from the gun was loud. ']"
78,hair,4.97,"['stimuli/images/Hair/hair_1.jpg', 'stimuli/images/Hair/hair_2.jpg', 'stimuli/images/Hair/hair_3.jpg', 'stimuli/images/Hair/hair_4.jpg', 'stimuli/images/Hair/hair_5.jpg', 'stimuli/images/Hair/hair_6.jpg']","['His blond hair looked very attractive against a dark blue shirt. ', 'His moustache is a different color from the hair on his head.', 'Her hair is droopy in the heat.', ""The model's hair was voluminous. "", 'He lost most of his hair when he tried to straighten it. ', ""The cat's whiskers felt like human hair to the touch. ""]"
79,help,2.56,"['stimuli/images/Help/help_1.jpg', 'stimuli/images/Help/help_2.jpg', 'stimuli/images/Help/help_3.jpg', 'stimuli/images/Help/help_4.jpg', 'stimuli/images/Help/help_5.jpg', 'stimuli/images/Help/help_6.jpg']","['Someone had to help her to replace the engine. ', ""You can't recover alone, you need a doctor to help you. "", 'Stimulate the area to help it wake up. ', 'Please clarify how I can help. ', ""You won't stabilize unless you let him help you."", 'Reinforce the idea that letting people help you is a sign of strength.']"
80,hurting,3.03,"['stimuli/images/Hurting/hurting_1.jpg', 'stimuli/images/Hurting/hurting_2.jpg', 'stimuli/images/Hurting/hurting_3.jpg', 'stimuli/images/Hurting/hurting_4.jpg', 'stimuli/images/Hurting/hurting_5.jpg', 'stimuli/images/Hurting/hurting_6.jpg']","['Her nose was hurting after the fall on the concrete.', 'His tooth was hurting after baseball practice.', 'Hurting her hip was the worst thing that could happen.', ""The child's bony bottom was hurting the mother's lap."", 'The prosthetic arm was hurting her where it attached. ', 'After giving birth, her pelvis was hurting tremendously. ']"
81,ignorance,1.6,"['stimuli/images/Ignorance/ignorance_1.jpg', 'stimuli/images/Ignorance/ignorance_2.jpg', 'stimuli/images/Ignorance/ignorance_3.jpg', 'stimuli/images/Ignorance/ignorance_4.jpg', 'stimuli/images/Ignorance/ignorance_5.jpg', 'stimuli/images/Ignorance/ignorance_6.jpg']","['That is an example of his misunderstanding rather than his ignorance. ', 'His arrogance is striking given the level of his ignorance.', 'Their ignorance stems from their nighttime debauchery. ', 'His complete ignorance explains his inefficiency. ', 'Cut the tomfoolery and work on changing ignorance. ', ""I can't tell if it is your cockiness or ignorance that bothers me most. ""]"
82,illness,3.54,"['stimuli/images/Illness/illness_1.jpg', 'stimuli/images/Illness/illness_2.jpg', 'stimuli/images/Illness/illness_3.jpg', 'stimuli/images/Illness/illness_4.jpg', 'stimuli/images/Illness/illness_5.jpg', 'stimuli/images/Illness/illness_6.jpg']","['The illness spread quickly across the local community. ', 'His illness turned out to be the flu.', ""The penicillin didn't seem to cure her illness."", 'She contracted a stomach illness from the local food.', 'Typhoid was an illness that affected many people back in the day.', ""Luckily, he wasn't susceptible to the illness. ""]"
83,impress,2.07,"['stimuli/images/Impress/impress_1.jpg', 'stimuli/images/Impress/impress_2.jpg', 'stimuli/images/Impress/impress_3.jpg', 'stimuli/images/Impress/impress_4.jpg', 'stimuli/images/Impress/impress_5.jpg', 'stimuli/images/Impress/impress_6.jpg']","['It is easy to impress the unsuspecting countess. ', ""Don't terrify her but impress her. "", 'Misdirect the attention onto you to really impress him. ', 'In order to impress him, titillate his interests. ', 'Try more than to impress him, astonish him!', 'Tonight, you will mesmerize and impress your audience.  ']"
84,invention,3.48,"['stimuli/images/Invention/invention_1.jpg', 'stimuli/images/Invention/invention_2.jpg', 'stimuli/images/Invention/invention_3.jpg', 'stimuli/images/Invention/invention_4.jpg', 'stimuli/images/Invention/invention_5.jpg', 'stimuli/images/Invention/invention_6.jpg']","[""The invention could comprise the company's future."", 'The invention of the drink involved an unexpected element.', 'The semiconductor was a crucial component of the invention.', 'The invention rotated upon the push of a button.', 'The invention was shown schematically on a large piece of paper.', 'The new invention involved a reflective material overlying the glass material.']"
85,investigation,2.52,"['stimuli/images/Investigation/investigation_1.jpg', 'stimuli/images/Investigation/investigation_2.jpg', 'stimuli/images/Investigation/investigation_3.jpg', 'stimuli/images/Investigation/investigation_4.jpg', 'stimuli/images/Investigation/investigation_5.jpg', 'stimuli/images/Investigation/investigation_6.jpg']","['The criminal was under investigation again.', ""An investigation doesn't necessarily produce a charge."", 'Suspicion spurred the officer to continue the investigation.', 'The investigation was unlawful.', 'The burglary did not lead to an investigation.', 'The investigation uncovered a scandal.']"
86,invisible,2.83,"['stimuli/images/Invisible/invisible_1.jpg', 'stimuli/images/Invisible/invisible_2.jpg', 'stimuli/images/Invisible/invisible_3.jpg', 'stimuli/images/Invisible/invisible_4.jpg', 'stimuli/images/Invisible/invisible_5.jpg', 'stimuli/images/Invisible/invisible_6.jpg']","['The ghost was invisible.', 'The girl felt insignificant, like she was invisible.', 'The spider web is almost invisible to the naked eye.', 'The wind is invisible and odorless.', 'It was inexplicable how the boy had become invisible. ', 'She was virtually invisible in the dark. ']"
87,job,3.19,"['stimuli/images/Job/job_1.jpg', 'stimuli/images/Job/job_2.jpg', 'stimuli/images/Job/job_3.jpg', 'stimuli/images/Job/job_4.jpg', 'stimuli/images/Job/job_5.jpg', 'stimuli/images/Job/job_6.jpg']","['For her job she works as a cashier.', 'As a coordinator, it is her job to organize the event.', 'Recruitment season is the perfect time to get a job.', 'The job position recently closed. ', 'The manager wanted to give up his job soon after he got it. ', 'The first month on the job is under supervision. ']"
88,jungle,4.66,"['stimuli/images/Jungle/jungle_1.jpg', 'stimuli/images/Jungle/jungle_2.jpg', 'stimuli/images/Jungle/jungle_3.jpg', 'stimuli/images/Jungle/jungle_4.jpg', 'stimuli/images/Jungle/jungle_5.jpg', 'stimuli/images/Jungle/jungle_6.jpg']","['The monkey lives in the jungle.', 'The jungle appears giant from every angle.', 'Ferocious animals abound in the jungle.', 'The gazelle grazed at the outskirts of the jungle.', 'The lion does not live in the jungle. ', 'A new species of frog were recently discovered in the jungle. ']"
89,kindness,1.74,"['stimuli/images/Kindness/kindness_1.jpg', 'stimuli/images/Kindness/kindness_2.jpg', 'stimuli/images/Kindness/kindness_3.jpg', 'stimuli/images/Kindness/kindness_4.jpg', 'stimuli/images/Kindness/kindness_5.jpg', 'stimuli/images/Kindness/kindness_6.jpg']","['He had respect for her kindness.', 'Kindness and loyalty are two things you need in a partner.', 'His manliness and kindness made him irresistible.', 'Her meekness outweighed her kindness.', 'The direct nature of his kindness was gentlemanly. ', 'Piety and kindness were practiced at school. ']"
90,king,4.1,"['stimuli/images/King/king_1.jpg', 'stimuli/images/King/king_2.jpg', 'stimuli/images/King/king_3.jpg', 'stimuli/images/King/king_4.jpg', 'stimuli/images/King/king_5.jpg', 'stimuli/images/King/king_6.jpg']","['The king is the head of the royal family. ', 'The king was wealthy beyond belief. ', 'This king does not wear a crown.', 'A king and an emperor had similar roles. ', 'The king is a ruler of his land. ', 'The king is not a dictator. ']"
91,lady,4.33,"['stimuli/images/Lady/lady_1.jpg', 'stimuli/images/Lady/lady_2.jpg', 'stimuli/images/Lady/lady_3.jpg', 'stimuli/images/Lady/lady_4.jpg', 'stimuli/images/Lady/lady_5.jpg', 'stimuli/images/Lady/lady_6.jpg']","['The queen was a classy lady.', 'The princess was a young lady and newly married.', 'The weird lady needed a serious makeover. ', 'The debutante was presented as a lady.', 'The lady has a keen suitor. ', 'The darling of the society was a lady from New York. ']"
92,land,4.57,"['stimuli/images/Land/land_1.jpg', 'stimuli/images/Land/land_2.jpg', 'stimuli/images/Land/land_3.jpg', 'stimuli/images/Land/land_4.jpg', 'stimuli/images/Land/land_5.jpg', 'stimuli/images/Land/land_6.jpg']","['This piece of land borders two countries. ', 'The island is mostly made up of uninhabitable land.', 'A fence marks the border of his land.  ', 'This land is his refuge.', 'In a faraway land, people live very differently. ', ""A swamp shouldn't be classified as land. ""]"
93,laugh,4.21,"['stimuli/images/Laugh/laugh_1.jpg', 'stimuli/images/Laugh/laugh_2.jpg', 'stimuli/images/Laugh/laugh_3.jpg', 'stimuli/images/Laugh/laugh_4.jpg', 'stimuli/images/Laugh/laugh_5.jpg', 'stimuli/images/Laugh/laugh_6.jpg']","['She tried not to laugh and had to gasp. ', 'At comedy clubs people tend to laugh and clap at the same time.', 'When I laugh I sometimes sneeze.', ""Her giggle was the hardest I've ever seen her laugh. "", 'She tends to sigh whenever I laugh.', 'He spit out his water when he had to laugh. ']"
94,law,2.57,"['stimuli/images/Law/law_1.jpg', 'stimuli/images/Law/law_2.jpg', 'stimuli/images/Law/law_3.jpg', 'stimuli/images/Law/law_4.jpg', 'stimuli/images/Law/law_5.jpg', 'stimuli/images/Law/law_6.jpg']","['The law would act to her benefit. ', 'He will enforce the law if she breaks it. ', 'The applicability of the law is murky in this situation.', 'House arrest is a restriction that the law places on particular criminals. ', ""A new law doesn't work retroactively. "", 'All I want is to overturn that law. ']"
95,left,3.7,"['stimuli/images/Left/left_1.jpg', 'stimuli/images/Left/left_2.jpg', 'stimuli/images/Left/left_3.jpg', 'stimuli/images/Left/left_4.jpg', 'stimuli/images/Left/left_5.jpg', 'stimuli/images/Left/left_6.jpg']","['His remains were left on the battlefield. ', 'The child was thankfully left unharmed.', 'The unmarked turkey was left over from November. ', 'She was left undecided after hearing him out.', 'He walked to the left of the room, feeling unnoticed. ', 'His question was left unanswered. ']"
96,level,2.86,"['stimuli/images/Level/level_1.jpg', 'stimuli/images/Level/level_2.jpg', 'stimuli/images/Level/level_3.jpg', 'stimuli/images/Level/level_4.jpg', 'stimuli/images/Level/level_5.jpg', 'stimuli/images/Level/level_6.jpg']","['I measured his level of consciousness just now.', 'Your salary should reflect your level of performance. ', 'The threshold level is almost impossible to beat. ', 'The level of unemployment has risen in the last year. ', 'Step it up a level to increase the quota.', 'He performs at a greater level than his coworkers. ']"
97,liar,3.43,"['stimuli/images/Liar/liar_1.jpg', 'stimuli/images/Liar/liar_2.jpg', 'stimuli/images/Liar/liar_3.jpg', 'stimuli/images/Liar/liar_4.jpg', 'stimuli/images/Liar/liar_5.jpg', 'stimuli/images/Liar/liar_6.jpg']","[""While he is a troublemaker, he isn't a liar.  "", 'The cheater had always been a major liar. ', 'She is a pessimist and a liar. ', 'The liar became an imposter when discovered. ', 'The fast talker spoke fast because she was a nervous liar. ', 'The faker became a full-blown liar. ']"
98,light,4.21,"['stimuli/images/Light/light_1.jpg', 'stimuli/images/Light/light_2.jpg', 'stimuli/images/Light/light_3.jpg', 'stimuli/images/Light/light_4.jpg', 'stimuli/images/Light/light_5.jpg', 'stimuli/images/Light/light_6.jpg']","['The morning light was clear today.', 'The light from the window made her eyes hurt.', ""There isn't much light during dusk."", 'He had to squint in the brightness of the light.', 'The storm clouds were clouding the light.', 'The light reflected off of the window.  ']"
99,magic,2.9,"['stimuli/images/Magic/magic_1.jpg', 'stimuli/images/Magic/magic_2.jpg', 'stimuli/images/Magic/magic_3.jpg', 'stimuli/images/Magic/magic_4.jpg', 'stimuli/images/Magic/magic_5.jpg', 'stimuli/images/Magic/magic_6.jpg']","['The spell proved magic exists. ', ""He doesn't believe in magic or witchcraft."", 'The psychic performed magic tricks. ', 'Tarot cards are make-believe magic.', 'The mythical story made magic seem real. ', 'The magician cast his magic on her. ']"
100,marriage,2.51,"['stimuli/images/Marriage/marriage_1.jpg', 'stimuli/images/Marriage/marriage_2.jpg', 'stimuli/images/Marriage/marriage_3.jpg', 'stimuli/images/Marriage/marriage_4.jpg', 'stimuli/images/Marriage/marriage_5.jpg', 'stimuli/images/Marriage/marriage_6.jpg']","['She was pregnant at the time of her marriage.', 'Dating and marriage are not the same thing.', 'Some girls start fantasizing about marriage after puberty.', 'She wanted to talk about marriage, he wanted a breakup.', 'The newlywed groom could talk about marriage for hours.', 'Marriage advice is probably a good thing to get. ']"
101,material,4.26,"['stimuli/images/Material/material_1.jpg', 'stimuli/images/Material/material_2.jpg', 'stimuli/images/Material/material_3.jpg', 'stimuli/images/Material/material_4.jpg', 'stimuli/images/Material/material_5.jpg', 'stimuli/images/Material/material_6.jpg']","['That material is hard to rip.', 'Covering the statue with this material is harder than it looks.', 'Silicone is a bendy kind of material.', 'The material has an adhesive side. ', 'The material will cling to your hair. ', 'Scientists keep working on creating an unbreakable material. ']"
102,mathematical,2.52,"['stimuli/images/Mathematical/mathematical_1.jpg', 'stimuli/images/Mathematical/mathematical_2.jpg', 'stimuli/images/Mathematical/mathematical_3.jpg', 'stimuli/images/Mathematical/mathematical_4.jpg', 'stimuli/images/Mathematical/mathematical_5.jpg', 'stimuli/images/Mathematical/mathematical_6.jpg']","['A random mathematical expression means nothing to me.', 'Calculus is the mathematical study of change.', 'The mathematical simulation made the point clearly.', 'The mathematical classification of the required course worried him. ', 'Mathematical formulas involve arbitrary variables. ', 'The article made some generalizations based on solid mathematical grounds. ']"
103,mechanism,3.67,"['stimuli/images/Mechanism/mechanism_1.jpg', 'stimuli/images/Mechanism/mechanism_2.jpg', 'stimuli/images/Mechanism/mechanism_3.jpg', 'stimuli/images/Mechanism/mechanism_4.jpg', 'stimuli/images/Mechanism/mechanism_5.jpg', 'stimuli/images/Mechanism/mechanism_6.jpg']","['Pulling the wire triggered an invisible mechanism.', 'The latch was part of a bigger mechanism.', 'The mechanism had a handle that could be used to start it.', 'The man was proud of his patented mechanism. ', 'The footrest could be extended by a specially designed mechanism. ', 'He was able to fix the mechanism in no time.']"
104,medication,4.53,"['stimuli/images/Medication/medication_1.jpg', 'stimuli/images/Medication/medication_2.jpg', 'stimuli/images/Medication/medication_3.jpg', 'stimuli/images/Medication/medication_4.jpg', 'stimuli/images/Medication/medication_5.jpg', 'stimuli/images/Medication/medication_6.jpg']","['Taking the medications has strange effects on her body.', 'The combination of the medication and no sleep was not good. ', 'The medication was an antidote for his allergy. ', 'The formulation of the medication was updated recently. ', ""She couldn't get a new prescription so she took her old medication instead. "", 'This medication proved to be essential to his well-being.  ']"
105,money,4.54,"['stimuli/images/Money/money_1.jpg', 'stimuli/images/Money/money_2.jpg', 'stimuli/images/Money/money_3.jpg', 'stimuli/images/Money/money_4.jpg', 'stimuli/images/Money/money_5.jpg', 'stimuli/images/Money/money_6.jpg']","['I will pay you money for this. ', 'A good retirement requires having saved a lot of money.', 'His paycheck means more money for the kids. ', 'She wants to borrow some of his money. ', 'Earn some money first before you take mine. ', 'I need to withdraw some money before we go out. ']"
106,mountain,4.96,"['stimuli/images/Mountain/mountain_1.jpg', 'stimuli/images/Mountain/mountain_2.jpg', 'stimuli/images/Mountain/mountain_3.jpg', 'stimuli/images/Mountain/mountain_4.jpg', 'stimuli/images/Mountain/mountain_5.jpg', 'stimuli/images/Mountain/mountain_6.jpg']","['The trail went all the way up the mountain.', 'I wanted to ski down the mountain faster.', 'The glacier was at the top of the mountain.', 'A snowboarder got stuck on the mountain.', 'The mountain had a beautiful summit.', 'The mountain has a steep slope. ']"
107,movement,3.63,"['stimuli/images/Movement/movement_1.jpg', 'stimuli/images/Movement/movement_2.jpg', 'stimuli/images/Movement/movement_3.jpg', 'stimuli/images/Movement/movement_4.jpg', 'stimuli/images/Movement/movement_5.jpg', 'stimuli/images/Movement/movement_6.jpg']","['The movement was revolutionary. ', 'This is a movement against communism. ', 'The movement was oppressive. ', 'While based on utopian ideals, the movement was important. ', 'The mindset of many in the movement was scary. ', 'Many radical people took part in the movement. ']"
108,movie,4.59,"['stimuli/images/Movie/movie_1.jpg', 'stimuli/images/Movie/movie_2.jpg', 'stimuli/images/Movie/movie_3.jpg', 'stimuli/images/Movie/movie_4.jpg', 'stimuli/images/Movie/movie_5.jpg', 'stimuli/images/Movie/movie_6.jpg']","['Part of the story is left out in the movie. ', 'The character does not develop in this movie. ', 'The movie premiere had a red carpet.', 'This movie has one adventure after the other. ', 'He has to unlock the T.V. to watch the movie. ', ""A movie doesn't have episodes, it has sequels. ""]"
